Personal profile,Review,Number of likes,Store name,Region
Local Guide Â· 235 reviews Â· 431 photos,,,Foot Locker,London
13 reviews,,,Foot Locker,London
,,,Foot Locker,London
30 reviews Â· 6 photos,,,Foot Locker,London
,,,Foot Locker,London
6 reviews,,,Foot Locker,London
Local Guide Â· 49 reviews Â· 74 photos,,,Foot Locker,London
5 reviews Â· 1 photo,,,Foot Locker,London
178 reviews,,,Foot Locker,London
Local Guide Â· 9 reviews Â· 1 photo,,,Foot Locker,London
4 reviews Â· 1 photo,,,Foot Locker,London
2 reviews,,,Foot Locker,London
4 reviews,,,Foot Locker,London
11 reviews Â· 13 photos,"Ignore the bad reviews. Good packaging, arrived 4 days after ordering, right size, right colour, right everything. The only thing Id recommend is start mentioning the package courier in the track&trace email, now I looked it up at your website. Will be ordering here again.",3.0,Footpatrol London,London
4 reviews,Worst customer experience I have ever had!  My group of 4 walked in planing to buy 4 pairs of adidas trainers.  Our request to try on the shoes was denied as they didnt provide socks and we were informed to buy socks from the shop nearby. ,1.0,Footpatrol London,London
Local Guide Â· 35 reviews Â· 64 photos,NIKE FOOTSCAPE WOVEN 12 UK MEN'S GREY/BROWN/BLACK - thank you tall guy and slightly short guy for your help in ordering my size which was the last available pair - JAHmayine D NEWBY...,,Footpatrol London,London
"Local Guide Â· 252 reviews Â· 2,432 photos",It is always a pleasure to shop in Footpatrol friendly staff and well stocked with the best footwear,,Footpatrol London,London
8 reviews Â· 2 photos,"My 14yr old son was after a particular pair of Nike Jordans. Visited lots of other shops. One shop suggested to see if this shop could help. Met by friendly and helpful staff, they had them I. Stick with various sizes. Highly recommend them. We now know where to go in the future, and we will return.",,Footpatrol London,London
Local Guide Â· 169 reviews Â· 886 photos,"I just went to this store to buy some trainer's and despite i couldn't find what I was looking for,  both females staff were really lovely and helpful.",,Footpatrol London,London
"Local Guide Â· 542 reviews Â· 2,364 photos","1 star for having a good variety of funky footwear.

We must have been invisible because no one bothered to attend to us when I needed to ask a question or two.",2.0,Footpatrol London,London
4 reviews Â· 2 photos,"For my brother in laws 40th Birthday I ordered a pair of Nike Air Force 1 boots from Size which arrived in a tatty box and the black tick peeling off the rear of one of the boots, not great bit these things happen so I returned them for a ",11.0,Footpatrol London,London
13 reviews Â· 17 photos,"Guys where helpful, fast phased and professional. Very good service so dont understand some reviews at one star and then u read it and was just not even about product they sell or real customer expiration",,Footpatrol London,London
1 review,Excellent service! Ordered Saturday and received next day-SUNDAY. Definitely recommend and will be ordering again from this company.,,Footpatrol London,London
Local Guide Â· 16 reviews,"I bought a pair of shoes with a manufacturing issue, customer service is terrible. I have tried to contact numerous times via different avenues and heard nothing back!",,Footpatrol London,London
9 reviews,"Don't be tempted by the 10% discount for first orders when signing up for the newsletter, it doesn't apply to all products and they don't tell you what it doesn't apply to until after you've placed the order and paid extra for postage.",,Footpatrol London,London
6 reviews,"DON'T EVER PURCHASE FROM THIS STORE/WEBSITE.
I would do 0 stars if I could. ",3.0,Footpatrol London,London
15 reviews Â· 1 photo,"Great service + Delivery.

Just wanted to thank Footpatrol for the great service. I ordered a pair of ",,Footpatrol London,London
2 reviews,"Ordered on Friday, a pair of Jordans for my little boy. Arrived on Sunday, going to have a very happy boy on Christmas Day. A lot of conflicting reviews, and I have to admit I almost didnt buy from here. But I took the risk, and it paid ",,Footpatrol London,London
Local Guide Â· 38 reviews Â· 21 photos,"Great customer service, good selection of sneakers at the best prices around. Very good little shop with personal attention.",,Footpatrol London,London
8 reviews,"Bought next day delivery within time limit for two pairs, didnt deliver them next day and never responded to correspondence",,Footpatrol London,London
1 review Â· 1 photo,Ive been reading everybodys reviews... theyre all a bunch of lies... I ordered on a Friday turned up on the following Tuesday... shoe box was protected by outer box... no damage... replied to me really quick. i also know people who use ,4.0,Footpatrol London,London
9 reviews,"Pathetic customer experience and I would never shop here again.

First time shopping with them and I won a raffle for some limited edition ",3.0,Footpatrol London,London
5 reviews,"I won a raffle with Footpatrol for a pair of shoes, was notified of my win, and payment was taken. ",2.0,Footpatrol London,London
1 review,amazing place good variety of shoes and got the ones I wanted aswell as this the workers were really friendly and helpful must check out if your into shoes in London.,,Footpatrol London,London
20 reviews Â· 5 photos,Be aware! Theyre sending Â£200 pair of trainers with Evri courier. Parcel has never arrived. Now I have to chase them to get my money back. Do not buy from their website!,7.0,Footpatrol London,London
Local Guide Â· 32 reviews Â· 1 photo,"Was refunded delivery fees due to a delay then told a day later I wasnt getting my order because it wasnt in stock / didnt exist. Never got the refund for the shoes, called customer service weeks later and was told it had been refunded ",,Footpatrol London,London
5 reviews,"Travelled 10464km and had a terrible experience at this Footpatrol. The staff was rude and unhelpful, and the shoes was mediocre at best. I would not recommend this place to anyone.",,Footpatrol London,London
3 reviews,Ordered a pair of Nike trainers and paid for 2 day delivery at 1am Wednesday morning. Received confirmation email Wednesday morning. Thursday evening no despatch email so contact customer services who got back to me quickly to say they were ,10.0,Footpatrol London,London
16 reviews Â· 1 photo,Even with an empty shop the staff there were clearly too cool to acknowledge us. No hello walking in / no can I help while there / no goodbye or thank you on the way out. They just stared at us  occasionally and looked away to carry on ,11.0,Footpatrol London,London
Local Guide Â· 58 reviews Â· 189 photos,"Visited a few sneakerhead stores, seeing the low rating on Google and not only, mainly focused on online orders, I decided to give it a try, hoping that in-store experience will be different...it was not! Low variety and medium to high level prices. Don't recommend!",1.0,Footpatrol London,London
1 review,"DO NOT BUY FROM THESE GUYS!!!! Absolutely appalling. Ordered a pair of af 1 from the website, paid for express 2 day delivery, received an email saying my order is in process. However the following 2 days later I did not receive an email ",7.0,Footpatrol London,London
Local Guide Â· 210 reviews Â· 530 photos,"My favourite trainer store, you can pick up amazing limited edition styles. Highly recommend",,Footpatrol London,London
Local Guide Â· 459 reviews Â· 384 photos,Finally found a new place to get me some.jordans! Found it on the off chance so will definitely be popping back here when back in London in February! ,1.0,Footpatrol London,London
3 reviews Â· 2 photos,I returned 2 pairs of trainers over a month ago. I have been chasing the whole time. They refunded me for one of them (after a month of back and forth emails) and have said I needed to email someone else to discuss the other refund. After I ,8.0,Footpatrol London,London
29 reviews Â· 2 photos,So i have been to this physical   store twice in three days as i had my eye on a couple of pairs which I saw through the window.  The first time i tried to get the attention of the staff but gave ip after half an hour of them ,6.0,Footpatrol London,London
Local Guide Â· 76 reviews Â· 1 photo,"Absolutely abysmal! I ordered a pair of Nike adapt, the box was badly beaten up and they missed out the charger cable and adapter which is mandatory for use of the shoe. ",7.0,Footpatrol London,London
7 reviews,"First couple of times I had a good experience. The most recent one though

So I ordered a pair of Converse and there was some confusion over the click and ",8.0,Footpatrol London,London
6 reviews Â· 3 photos,White manager is extremely rude and denies any requeod shoes and is very racist and selective,,Footpatrol London,London
Local Guide Â· 21 reviews,"Second time placing an order with them and payment taken only to find out after chasing them as I paid next day delivery that they weren't in stock.  Told refund issued, chased refund days later to be told that it had actually failed amd ",5.0,Footpatrol London,London
3 reviews,"Ignore the bad reviews. I ordered shoes online and got them within the 3-5 day range, correct shoe, correct size, everything is good.",,Footpatrol London,London
1 review,"I have never experienced customer service this bad.

Ordered a pair of kicks two weeks ago. Never arrived. The first 3 times I ",2.0,Footpatrol London,London
Local Guide Â· 66 reviews Â· 38 photos,"I ordered a pair of Kyrie 7s for my son, that was before I read the reviews.
I did try to cancel my order and I feared I was going to have problems.
But the service I received was far better than expected. I paid for the 2 day ",,Footpatrol London,London
